sentence,score 
"Marie Antoinette was Marie Louise's grandaunt. The term niece isn't really contradicting grandniece, but it could be more exact.",0.333333333
"For sure the audiences of David Letterman where filled with them. Also TNA Wrestling is well known for it. They may not call themselves Claquers, but it is what they are doing.",-0.666666667
I will shorten the Applications section; in particular I will remove all subsections except the one related to undirected Graphs.,0
The discussion above is closed. Please do not modify it. Subsequent comments should be made on the appropriate discussion page.,-0.333333333
"Also, the section regarding relations until the end of the Cold War has been left blank. I don't know if this is the right place to ask to get this fixed, but I would expect it to be an important part of the article.",0.666666667
"There was no article for this album, which is strange because it is coming out in a matter of days, there has already been a single and the album art has been revealed. I have done the best I could with my lacking editing skills but it would be great if an experienced editor could go over it and fix it up properly.",1.333333333
"Firstly your additions are unreferenced, secondly, I'm not sure this is the right article to bring out enforcement of prostitution unless it has a direct impact on sex tourism. Your additions have been reverted.",-1.333333333
"If the H-92 content were to be moved, it would not be a big deal. There's a sentence in the lead on the H-92 and a variant section.",0.333333333
"Lithuania is not a semi-presidential system in practice. The president is directly elected but does not hold substantial powers other than a (very rarely used) veto power, which is, in any case, merely supposed to be used in case the law contradicts the Constitution, and some decision-making role in foreign policy, which is, anyway, subject to agreement with the Minister of Foreign Affairs.",0.666666667
"The tracing of innocent until proven guilty to Roman law is credible and scholarly. Then, halfway through the article, the concept is attributed instead to a 17th century Frenchman.",-0.333333333
