Utterance,politeness,language,__index_level_0__,split
I 'll make correction to this article. I should note that in sources there is no assumptions of observable Cherenkov radiation in air. Compare observed a blue flash of Cherenkov radiation in the air surrounding ... from article and All three workers saw a ‘blue flash’ and heard the gamma-radiation monitor alarm from source.,0.33333333333333304,english,2556,train
"It seems to me that this section is not about heavy water so I have removed it. South Korea also possesses graphite-moderated reactors, as used by the United States, the United Kingdom, the USSR and France for their bomb programs (in fact it was stated in British Parliament that one of these had been built to the declassified blueprints for Calder Hall).",0.6666666666666665,english,2557,train
"Your questions don't make me uncomfortable; I've been a university professor, psychologist, and physician for decades; I deal with technical questions and challenges on a daily basis.",1.333333333333333,english,2558,train
"Taking a 2nd side, where I feel that the later definitions of cyberspace interchange with virtual worlds, especially when it comes ot web 2.0: shifts made it possible for a large population of Internet users to move from being consumers to producers of information: a trend known as Web 2.0. .",1.333333333333333,english,2559,train
"There needs to be some more discussion about the criticism of this film. In recent years, this film has faced controversy as a classic example of post-colonial cinema of the 1980's, perpetuating stereotypes of colonized peoples and casting colonialism in an artificially positive light.",0.33333333333333304,english,2560,train
"Oppose – as mentioned above, there are many similar sized player articles with their own dedicated stats article. If Goffin's articles were to be merged then accordingly, other players' articles would have to be to.",-0.6666666666666667,english,2561,train
"As I mentioned in the above discussion, the OS field of Template: Infobox information appliance is for, quote, Operating system bundled with the product (emphasis mine). While the case could be made that all currently available models are now sold with Windows 10, for older discontinued models the latest bundled OS would still be Windows 8 or 8.1.",0.6666666666666665,english,2562,train
And all of these secondary sources (all authored by you) take us to your website. Am I missing something or misinterpreting : the Primary Source portion of the program?,-1.3333333333333335,english,2563,train
"The reference to 'Buck' should stay. I'm a lifelong Swansea City fan and around the city he is affectionately known as 'Buck'. Quite how you cite that is difficult though because it's a common, everyday occurence.",1.333333333333333,english,2564,train
"April Fool's Day (All Fool's Day) is pagan and has the same Celtic origins as Samhain, Beltane (May Day), and Halloween. An unfortunate person would be chosen as 'King for a Day' and treated royally and given all the things a person could desire, then in the evening of the same day he would be sacrificed. Hence the 'King' was in fact a 'Fool'.",-0.33333333333333326,english,2565,train
"I have never heard of Kingsoft ever, i tried their product and it looked like a rebrand of open office. They claim they're not open source that itself is clear indication of that. Also they claim no JRE, i know why they don't want JRE because it is needed for Database in Open office and Kingsoft has none.",-0.6666666666666667,english,2566,train
